S.NO,tweet,sentiment
4017,minneapoli polic offic fatal shot amirlock predawn noknock raid februari fac httpstconafipdwxjz,negative
4018,nftcollector nftcommun nftartist nftwhale womeninnft nftartist nftdrop polygonnft nft nft art httpstcoezxukplhba,negative
4019,edwardr dont use word thank racist racism blacklivesmatt blacklivestillmatt blm httpstcopqk2tuv4rv,negatrve
4020,felinefine11 kayla withamar merileedkarr shooter black convict crimin releas j httpstcogbtlp8tmto,negative
4021,cernovich gavinnewsom guy jail blacklivesmatt,negatvne
4022,much pain soul love india countri citizen racist cop america httpstcobmekc8ks2j,negative
4023,carmelpd wonder carmel polic enforc new ordin sinc theyv busi hid httpstcodxts4f6ezu,negative
4024,defund charleston polic blacklivesmatt,negatvue
4025,join danielkebedeneu neunion import panel discus justic childq stop racist polic httpstcoicnhzdc6b2,negat ve
4026,take advantag peopl pocket blacklivesmatt httpstcosr4xbiuxpu,positive
4027,tw polic brutal gun violenc follow hero tent updat blacklivesmatt sanjos blm httpstco07fni0319,negative
4028,say blacklivesmatt kneel nation anthem got kaepernick7 cancel httpstcou52rgshvy0,negative
4029,monthli tee teestimoni remind worthi god grace love merci subscrib l httpstcolephwke2oj,negative
4030,told yall use death black peopl scam mass corpor black peopl httpstco6vy1qik7ol,negative
4031,alreadi warn blacklivesmatt go africa attitud blackman wa httpstcoijfx0vtmmd,negative
4032,httpstco2s4uwsin6z blacklivesmatt blm scam blm cofound patriss cullor shop 5th luxu httpstcoistnh2aesd,negative
4033,havent receiv anyth noww hungri noww havent eaten sinc httpstcoincjsbuqg kid alr httpstcolzaoz3ycd,negative
4034,sacramento mass murder6 black murder blacksnoth blacklivesmatterwhi dont httpstco2jlaaklkyg,negative
4035,blm buy luxuri mansion blacklivesmatt movement scam whatdidyouexpect,negative
4036,opinion choic matter teestimoni christianapparel faithbasedapparel christiante godislov httpstcorxakteswcg,negative
4037,support blm blacklivesmatt feel use lie 4 year httpstcoqnoi1xsgei,negative
4038,club racist blacklivesmatt concern httpstcoajvjgd48x1,negative
4039,sat aug 15 2020 chicago illinoi polic pepper spray flee protest watch httpstcor8hrv9wmya httpstcotz6vx2ywum,negative
4040,black see black hear black mourn black httpstcoejjxcbuwsi,negative
4041,lush landscap studi come way courtesi dominiqu har 26yearold digit artist base loui httpstcoccwf3qwrwj,negative
4042,illinoi church goe woke ban music liturg contribut white peopl blacklivesmatt httpstcooaiyq3ysgg,negative
4043,realli need know tri understand motiv white peopl legisl desi httpstcousa89upqjw,negative
4044,blacklivesmatt scam world go httpstco5gu9qhzmhh,negative
4045,1619 nft mint date retweet updat httpstcohmzxtd6vcq join httpstcoyrzour6rla httpstcoo1tnjmh11j,negattve
4046,psychic healer spiritcommun read realpsych truth advic answer selfcar longisland httpstcogqpo9l6a40,negatave
4047,defund stephenvil polic blacklivesmatt,negatvue
4048,fifacom uefa laligaen fcbarcelona plea look guy shouldnt suffer vain blacklivesmatt httpstcoenrwbygdsx,negative
4049,boom fuckblm blacklivesmatt scam noth httpstcoqvoarsiq2t,positive
4050,nwakali25 fifacom uefa uefacom caf onlin laligaen laliga take necessari action ruben garcia httpstcomrrgcablsv,negative
4051,individu believ human evolut like hold bigot view black peopl ob httpstcoxqtkgs4her,negatvge
4052,nftcollector nftcommun nftartist nftwhale womeninnft nftartist nftdrop polygonnft nft nft art httpstcoozoedefgwz,negative
4053,good morn america enough endpolicebrut standupagainstrac blacklivesmatt blm httpstcoot1gzlof9i,negative
4054,thehil repboebert gop want open keyston xl pipelin keyston xl pipelin wtpblue httpstcoxme0c7ikew,negative
4055,democrat let earli black blacklivesmatt wiunion wiright wipolit wigov exclus susp httpstcok0sqhtv7b2,negative
4056,polit correct unapologet black httpstco5eoaamgvbt blacklivesmatt httpstcoitjiiecl9k,negative
4057,debat criticalracetheori rage halli watson reflect racism plagu school httpstcovdmxvolktk,negative
4058,join cyclingkev neunion import panel discus justic childq stop racist polic httpstco5j0hp3ria2,negative
4059,plea need help depress help debt blacklivesmatt adinross suicid financialhelp httpstcojluasugp3f,negative
4060,emancip slave owner alway one compens way secur gener wealth pre httpstcoaizbavrhsq,negative
4061,ding ding ding amp ding ding amp ding ding ding amp ding ding pennstat blacklivesmatt justiceforal,negative
4062,blm blacklivesmatt movement done exploit victim famili find lavish httpstconmewwpo5a,negative
4063,cuz blacklivesmatt thank manhattanda bronxdaclark brooklynda kathyhochul back httpstco8r5cc2bh0x,negatave
4064,nypost cuz blacklivesmatt thank manhattanda bronxdaclark brooklynda kathyhochul httpstcoumz1tnor6i,negative
4065,seventh novel avail amazon bookstor pick want fastpac thriller httpstcorbmuuvkchh,negative
4066,nypost zerohedg lol elit marxist gon na capitalist thing bread line httpstcosbyogvuk16,negative
4067,madrascat blacklivesmatt largest social movement u histori held countless peac protest httpstcojq31jkkqhj,negatcve
4068,new repmtg propedo amp repmattgaetz httpstcobozx6z9wyq humor comic funni qanon russia amp al httpstcoz81lwla6i,negative
4069,japanes allow violenc black blacklivesmatt covid19,positive
4070,mr cdlc marcelluswiley say neg thing organ tri help black peopl n httpstcovmbiyffiec,negatgve
4071,expert argu sanction violat intern law studi show gener effect achi httpstcouqtiind3q,negatlve
4072,arrest cop kill breonna taylor breonnataylor sayhernam blacklivesmatt,negatvee
4073,thu jul 16 2020 portland oregon bystand recount experi teargas walk home watch httpstcofqunjvidy7,negative
4074,behind bar smiley martin pictur brother martin amp third suspect custodi sacramento mass shoot th httpstcowmikww112i,negative
4075,sanction blunt ineffect polici tool impos insuffici cost target govern disprop httpstcodapucdvwr7,negative
4076,bobbi rus saytheirnam blacklivesmatt,negatvbe
4077,unit state world leader impos econom sanction follow eu conglomer httpstco5nnfuxazfi,negative
4078,that never follow dummi organ blindli everyon got scam especi one need httpstco3dx1eonuq,negative
4079,crimin charg run scheme blm fraud blacklivesmatt httpstcofszcksbisq,negative
4080,marshablackburn blacklivesmatt need accept equal,negative
4081,repmalinowski illadvis sanction bill drive ethiopia hand china limit trade httpstcoueru5imur6,negative
4082,today lost granddaught lupu young age 27 lupusresearch knowledg diseas httpstconq5yoghsgo,negative
4083,13 year old nia whim arrest held 11 day bulli made fake insta account pretend httpstco5b9jpss7n,negative
4084,wonder tech compani will bid farleft group black live matter httpstco5oxxykgzsx,negative
4085,spawn 03 blatant racism never ceas blackgirlmag blackisbeauti blacklivesmatt,negatvwe
4086,justiceforantwoncoop miami pd shot head kill 030822 dont let get away httpstcobrrjpwr3dt,negative
4087,lawenforc minneapoli citi council ok contenti polic union pact wtpblue demvoice1 american httpstcoz6ozd074v1,negative
4088,3 leader blacklivesmatt celebr 1 year anniversari georgefloyd outsid beauti 6 httpstcoia6go4rc1q,negative
4089,appl white wall geezer fvckin hope follobackforfolloback latest tommyr httpstcowk4vzhoflj,negative
4090,donaldjtrumpjr wast wordshey jrmi hous cat say sedit thanks4clear babi kitt httpstco1c4ocewbwq,negative
4091,say name lionel lorenzo young 20150510 blacklivesmatt,negate
4092,511daysoftigraygenocid blacklivesmatt also chrisvanhollen senatorcardin supporthr6600 supports3199 httpstco5cxkactq29,negative
4093,carol denis mcnair saytheirnam blacklivesmatt,negatvoe
4094,blacklivesmatt founder said fuck spend 6million donat httpstcomxjpuvdcol,negative
4095,wakey wakey wonderfulwednesday humpday goodmorn love beard beardgang almosttheweekend fashion httpstcogtpjawqycm,negative
4096,black live matter phrase black peopl start use trayvon martin kill black peopl sti httpstcol0ql4sy9dp,negative
4097,lord respect blacklivesmatt believ song speak issu transcend race httpstcob3j6coppzv,negative
4098,remind blacklivesmatt,negatvie
4099,follow link week sermon introduct rev dr chri wilson httpstcouzsyaenfuo worship httpstcofqxlnwvprc,negative
4100,ding amp ding amp ding ding ding amp ding ding ding amp ding pennstat blacklivesmatt justiceforal,negative
4101,michaelrapaport record blacklivesmatt blm,negative
4102,tell tri tell caucasian friend donat blacklivesmatt eager su httpstcociqfxzohqa,negative
4103,marcelluswiley black live matter phrase black peopl start use trayvon martin kill httpstcocqvxgevjaf,negatvge
4104,know know blacklivesmatt,negatvwe
4105,join ppvernon import panel discus justic childq stop racist polic fight antir httpstcobspg1xvyg9,negative
4106,health closingthegap 2022 still blacklivesmatt famili disabl start day httpstcous0yzecozr,negative
4107,public call artist deadlin april11 seek artist design fabric art piec commemor celebra httpstco78z5wun17,negative
4108,shouldnt arrest daniethbe blacklivesmatt httpstco87icsmsobv,negative
4109,1 presidenti famili period blackhistoryandconnect black blackexcel blackown blacklivesmatt httpstcosffomaag19,negative
4110,got give blacklivesmatt know live larg other money blm blmrealtor livinglarg httpstcohrgk6znen2,negatave
4111,wisconsin kenosha blm blacklivesmatt kenosha elect republican execut decad democrat httpstcohzgvapsura,negative
4112,success dailytrad twittersupport blacklivesmatt activ account hire social justi httpstcoswutoceo5i,negative
4113,sure blacklivesmatt respons loot burn happen 2020 far co httpstco4rx7djwpyx,negative
4114,watch eye see exact moment start read statement prepar handler proba httpstconpqm8u9d0f,negative
4115,wed jun 03 2020 orlando florida woman stop polic leav protest polic break car window watch httpstcoyjnvimke7h,negative
4116,mani dont realiz choos ignor much violenc destruct happen httpstcoip8fe9ynkz,negative
4117,collect music celebr black blacklivesmatt bless fromladylu thread,negative
4118,nftcollector nftcommun nftartist nftwhale womeninnft nftartist nftdrop polygonnft nft nft art httpstco1ll5o1ob7l,negative
4119,50 mil peopl state peopl still struggl httpstcon6coatzcph,negative
4120,ancestor built portion countri belong niggro blacklivesmatt,negatvee
4121,omg kind shitti world live blacklivesmatt everylivesmatt httpstcol8jcei8e80,negative
4122,give back foundat support chariti cfcfamili cfc chariti donat support independ httpstco8sfc3auggr,negative
4123,blmla use blacklivesmatt donat bought anoth 6 million mansion california start underst httpstcozomhvsrson,negative
4124,tdih 1968 littl bobbi hutton age 17 black panther parti shot dead polic famili come oakl httpstcoq4brqxumkd,negative
4125,nick form wonder youredidud think great illustr blacklivesmatt httpstco8dpfdaedyg,negative
4126,radiat detect equip recov issu russian soldier date 1950 httpstcoia5grao4gw,negative
4127,dear whitepeopl must watch endrac antirac blacklivesmatt part histori youv alwa httpstcohtt5ojhnvr,negatnve
4128,russian troop suffer acut radiat sick dig chernobyl trench httpstcoc8udeyumwo httpstcoapbhbxdcbj,negative
4129,ive watch twodistantfilm amp except piec film make say name georgefloyd blm httpstcokkkxtwc1lr,negative
4130,drone footag show trench dug russian soldier chernobyl httpstcoyu3eqzzvfz holocaustmemorialday httpstcof69bekhpex,negatnve
4131,last slave releas america answer end poll endrac antiracist antirac blacklivesmatt,negatvte
4132,ding ding ding ding ding ding ding ding pennstat blacklivesmatt justiceforal,negative
4133,whole blm blacklivesmatt fake psyop fool soro smh cours stole money bought httpstcodlfptcqsdz,negat ve
4134,complet faith mean know scriptur put action stopthehatenow faith blacklivesmatt,negatvpe
4135,back 2020 march new york georgefloyd breonnataylor chant name httpstcoce0zsmwccr,negative
4136,john hopkin health system adopt racefre kidney function equat httpstco6h5kiuhkg4 healthcar race equiti blacklivesmatt,negatvne
4137,blacklivesmatt protest polici jamillah bowman william naomi mezey lisa singh profjamillahbw httpstcohqsullqcj,negative
4138,httpstcoh7ayq1umta interest diver educ go beyond blacklivesmatt teach racism,negative
4139,mayor jim brainless carmel indiana wont like much httpstco0agc42szkx blacklivesmatt httpstcoo3bfwpm8zv,negative
4140,rais hand realli thought cancel confeder battl flag real goal enemi read httpstcobvkkr0oigr,negative
4141,moral march west virginia launch part 2 httpstcokmcunyvpez via youtub poor slaughter pandem httpstcogfmm7m7pli,negative
4142,join hackneyabbott import panel discus justic childq stop racist polic fight httpstcoqj3pdjmrcn,negatcve
4143,politicsofami tour blm 6 million dollar luxuri mansion blm blacklivesmatt httpstcok6nit1mjlx,negative
4144,time defundthegrandislandpolic blacklivesmatt,negatvee
4145,histori world war ii black american histori 31 wtpblue demvoice1 american onev1 freshresist httpstcoapbjadrgwq,negat ve
4146,lol bunch scammer blacklivesmatt make money death black peopl one httpstco254yttuiz7,negative
4147,thank sganguly99 dada jayshah help blacklivesmatt gang buy luxuri hous made httpstco92kw4qmxrc,negative
4148,first item gone thin guri collect price 00025 eth see social project httpstcogz6wsfkihn,negatrve
4149,sun jun 28 2020 new york citi new york polic shove way crowd watch httpstcofu2mz1byt citi httpstcoddnqwvslc,negative
4150,228 yearshmmm support blacklivesmatt organ ourrevolut racialwealthgap httpstcosblagv1del httpstcoyvzpg6ypt2,negative
4151,nftcollector nftcommun nftartist nftwhale womeninnft nftartist nftdrop polygonnft nft nft art httpstcomrvgqhrsk,negative
4152,power info graphic educ peopl blacklivesmatt think httpstco1yso4bj83d,negative
4153,mani problem count polic video kudo femal offic tri help thank httpstcolizdu94sa,negatvde
4154,creat charact becom one farah friend new school thank june jordan seei httpstcouwfzo1ixha,negative
4155,swabforyvett ppvernon mayorlpool parristamla lewishamfriend bamefor lgbtlewisham danielyorkloh lizchiyen httpstcore3okesww,negative
4156,medic experiment murder disabl slave american south httpstcojwqbardfzx insurrect httpstcoaruxib1jh9,negative
4157,bp pension scandal zambia blacklivesmatt inthistogeth read httpstcoo2q508fnxd httpstcoxt8iq5lu5i,negative
4158,thehil potu vp speakerpelosi theblackcaucu repair damag countri inflict still infli httpstcodcvx4eywkd,negatv4e
4159,nbcnew potu vp speakerpelosi theblackcaucu repair damag countri inflict still infli httpstcoqu97p3wklb,negative
4160,trailertrash911 tour blm 6 million dollar luxuri mansion blm blacklivesmatt httpstcok6nit1mjlx,negative
4161,stellacreasi joe racist skin colour mother amp father big issu labourleak stepmoth httpstcoydr0u5ilb,negative
4162,ajay43 ranjona think blacklivesmatt movement wonderwhat make u indian unempathet ha httpstconpwqwjmiwf,negative
4163,lewandisneyi blm blacklivesmatt lgbtq dontsaygay report racist,negative
4164,ding ding ding ding ding ding ding pennstat blacklivesmatt justiceforal,negative
4165,maryland polic fatal shoot man bite offic hand httpstcokkjes9ewlf via youtub stop send httpstcohgjuwla6ug,negative
4166,nationrisingreview came across see u trend peopl realli touch netflix httpstconx0dx4ien9,negatuve
4167,last month govern issu guidanc school state teacher must avoid use materi campai httpstcoj2ljvml4eu,negative
4168,defund millersportpolic blacklivesmatt,negatvue
4169,laugoestolondon termeown oi funni follobackforfolloback latest tommyr httpstcoynvzt3wkp1,negative
4170,terrenc franklin blacklivesmatt,negatvre
4171,sinc death meal ticket georgefloyd evid show blacklivesmatt livin httpstcohd18voczay,negative
4172,betray peopl back happen georg floyd mani other make paper httpstconmivzpk3dt,negative
4173,sat may 30 2020 new york citi new york nypd ram protest watch httpstcoychy5o7gwl citi newyork citynew httpstcodzfiutzrj,negative
4174,matter light dark black indigen peopl racism blacklivesmatt abc730,negative
4175,todav visto speech freedom run dog en youtub qu espera perr link en la bio still httpstcocusfpjuhy,negative
4176,lotuseatersnew tour blm 6 million dollar luxuri mansion blm blacklivesmatt httpstcok6nit1mjlx,negative
4177,pedomatt never militari austin four star gener period wednesdaythought httpstcoekg6wuynxm,negative
4178,nftcollector nftcommun nftartist nftwhale womeninnft nftartist nftdrop polygonnft nft nft art httpstco6bw3z65rnf,negative
4179,repunderwood potu vp speakerpelosi theblackcaucu repair damag countri inflict still httpstco6sh2air0v1,negative
4180,thehil potu vp speakerpelosi theblackcaucu repair damag countri inflict still infli httpstco6b9sccy1hp,negative
4181,tour blm 6 million dollar luxuri mansion blm blacklivesmatt httpstcok6nit1mjlx,negative
4182,thehil potu vp speakerpelosi theblackcaucu repair damag countri inflict still infli httpstco6jc16ajnnz,negative
4183,thehil biden zelenski high hypocrisi cutthecheck reparationsnow ab3121 lineagematt melaninmatt httpstcoinvniku28d,negative
4184,tour blm 6 million dollar luxuri mansion blm blacklivesmatt httpstcok6nit1mjlx,negative
4185,tour blm 6 million dollar luxuri mansion blm blacklivesmatt httpstcotdcjcjkw8l,negative
4186,blm hijack movement kingdseal knew itblacklivesmatt man 5 other murd httpstcoiceob5lai,negative
4187,thehil potu vp speakerpelosi theblackcaucu repair damag countri inflict still infli httpstconucpmybai,negative
4188,blm hijack movement kingdseal knew itblacklivesmatt man 5 other murd httpstcomy74quo3e2,negative
4189,blm hijack movement kingdseal knew itblacklivesmatt man 5 other murd httpstcoenpzhvctww,negative
4190,nbcnew potu vp speakerpelosi theblackcaucu repair damag countri inflict still infli httpstcoiqreafjm8u,negatvae
4191,blm hijack movement kingdseal knew itblacklivesmatt man 5 other murd httpstcobfrht6rxjc,negative
4192,john r gordon catalogu thriller filler mesmer writer novel hark absolut belter httpstcoonzq9bhf9x,negative
4193,imper read discrimin danger threat ass blacklivesmatt httpstco8olmmgowgz,negative
4194,interest develop hope peopl listen wednesdaythought wednesdaymotiv writingcommun httpstcos59r0nqhhn,negative
4195,dark triad11 saygayanyway sayblackanyway trumpforjail kristinoem criticalracetheori httpstco0rwncwcnu2,negative
4196,sean bell blacklivesmatt,negatvne
4197,hope like antiwar anti discrimin song httpstcogersugo9d0 lilyami thir13een httpstcokoqrk7f4lg,negative
4198,dont even know process poland ukrain russianinvas ukrainianrefuge refuge httpstco6yduugzsew,negative
4199,day 42 ukrain war putin go even banana propog narr war fake httpstcomqy3tilczh,negatave
4200,im go teach crt kindergarten class last die breath your go silenc httpstcocr1pylthe,negative
4201,thehil potu vp speakerpelosi theblackcaucu repair damag countri inflict still infli httpstco8qmlddhjv8,negatvde
4202,russiaukrain war know day 42 russian invas httpstcofwplqeps9k holocaustmemorialday httpstcor0aopuhc,negative
4203,fuck blacklivesmatt organ,negative
4204,sankofa exchang ltd market amp diver call44 1159 110111 equal diver amp inclus profess httpstcov1uw70f1rd,negative
4205,russia invas ukrain list key event day 42 httpstco2ouyptfncm holocaustmemorialday mlk httpstcoari7pe0jad,negative
4206,ding ding ding ding ding ding pennstat blacklivesmatt justiceforal,negative
4207,suntim potu vp speakerpelosi theblackcaucu repair damag countri inflict still infl httpstcobwqwixmksm,negative
4208,yeh need good ol day follobackforfolloback latest tommyr parodi httpstcoorxb8pbeur,negative
4209,blacklivesmatt total scum,negative
4210,quick sip review quick sip specul citi 10 afrofutur poet poetri blackauthor writer afrofutur httpstcovj5xew7klz,negative
4211,respect polit mean smith oscar slap spark debat httpstcod39zxfjd8r via httpstcol4wa63afgd,negative
4212,think hate blacklivesmatt,negatvne
4213,thegreenparti believ diversityandinclus want work togeth fairer societi httpstco9ibuw9eqat,negative
4214,time defundthejeffersonpolic blacklivesmatt,negatvee
4215,cours think there sudden wave teeni woke rando freepalestin httpstco5lsdmv808l,negative
4216,protect black peopl like protect endang speci httpstcojyrq0fdpvl blacklivesmatt httpstcoytwtfskvw9,negative
4217,blacklivesmatt leader arrest mass shoot sacramento joyannreid attorneycrump therev httpstco25bouucnc2,negative
4218,sun may 31 2020 richmond virginia offic spray man watch balconi watch httpstcokuc1llcqmf httpstcozwdzcfrpva,negatfve
4219,white peopl support blacklivesmatt like httpstcom2zlaktdu4 httpstco8z0dhxwqec,negative
4220,angelarickenba1 oi listen black n white good combo ok follobackforfolloback la httpstcou5xcqgsidq,negathve
4221,blacklivesmatt stole 90 million donat dissapear im mad ne httpstcov71gts9rji,negative
4222,burnlootmurd err blacklivesmatt blklivesmatt marxist terrorist cult launder money httpstcosv2t5tcbs5,negative
4223,oi vote edl ok ya spell follobackforfolloback latest tommyr httpstcojeigndloq3,negative
4224,cherrybsberri much melanin like luv spicegirl follobackforfolloback httpstcog6jdfznbck,negative
4225,ig dariu kirk dee kay3120 mrphotogenictoor sc king deekay cash app deekay3120 blacklivesmatt alway,negative
4226,discord racist platform download 10 minut see follow messag disgust go httpstcofwyttvyo9z,negative
4227,botham jean blacklivesmatt,negatvhe
4228,mile russian tank fake amp putin threat fake ukrain would destroy infrastructur httpstco5yvvgd2qba,negative
4229,sizzl hot hot memecoin he hot retweet holochain blackstar blacklivesmatt trend httpstco4hyedewcap,negateve
4230,mile russian tank fake amp putin fake ukrain would destroy infrastructur httpstco0seiecwvu8,negatkve
4231,anyon know organ review bomb call racist homophob transphob bigot ask friend httpstconwoyezsztz,negatave
4232,nearli half disabl resid grenfel die govern disablist racist racialis disabl httpstcouixeqjfu8o,negateve
4233,live ukrainian presid zelenskiy address irish parliament httpstcoaan6n2vtln holocaustmemorialday mlk httpstco5r9apsmoqa,negative
4234,ding ding ding ding amp ding pennstat blacklivesmatt justiceforal,negative
4235,lost someon dear peopl make easier heal pain loss creat link invit friend famil httpstcoyts91sqtov,negative
4236,absolut corker mani thank john r gordon arc beauti book never leav side httpstco1yursdxkgk,negative
4237,polic offic grab junior offic throat tri pull away threaten black httpstcobzs2u7deih,negative
4238,terrenc sterl blacklivesmatt,negatvre
4239,yt retir socialist sit free app denigr career bw troll mlk warn said 50yr httpstcouykhx5naib,negative
4240,would hope doesnt said racism didnt go anywher got quieter bigot f httpstcoycjkzvm7po,negative
4241,much polic realli valu public confid mixedrac black men feel victim httpstcoukgvxef1sv,negatdve
4242,agre sentiment blacklivesmatt alway refus fool fake uniti httpstcolecxqat04h,negative
4243,hey nftcommun im photograph world open eye listen im preacher want httpstcohn5hkmwlea,negatpve
4244,yeah 14 year ago happen feel like fate hand law httpstcojnsafpkh0h,negative
4245,wed sep 23 2020 seattl washington polic shove pepper spray protest watch httpstcoqgrsfbezsd httpstcobuxfrbv6eu,negatove
4246,watch lifeontheoutsid sbsondemand doubt probationari amp justic system stack httpstcoctac47kqkc,negative
4247,move world black person whether make small talk work hang friend pic httpstcojsqsfu0oua,negative
4248,follobackforfolloback latest tommyr parodi funni racist asian blacklivesmatt httpstcoerfqqgs7ql,negative
4249,defund fair lawn polic blacklivesmatt,negatvue
4250,freedom honour human gore amp glori freedom hymn amp holler freedom simpli httpstcogow2klqv5z,negative
4251,bp pension scandal zambia blacklivesmatt petit sign petit httpstcosnc9wzdde5 httpstcohkuax6y8ri,negatsve
4252,blm blacklivesmatt ouch shame knew polit motiv mission httpstcokom0zfrdkz,negative
4253,ea greater threat progress hardship keep strive never give consist determin httpstcovtcs8f2ajd,negative
4254,autismacceptancemonth wednesdaythought help autist man make month showupforwish httpstcooqcmiuu6j,negative
4255,black human struggl blacklivesmatt far like servic support black histori black httpstcovnpjkokjzv,negative
4256,ding ding ding ding pennstat blacklivesmatt justiceforal,negative
4257,thedailyshow wish brother sister safe honestli speechless see happen httpstcodhlej3clju,negative
4258,imag galleri 6 million dollar luxuri mansion blm blacklivesmatt httpstcojxbcern7bc httpstcoge8nz0jqjo,negative
4259,blm reportedli scrambl kill stori cover 6m california home purchas donat blacklivesmatt httpstcokxqwyz5q7j,negative
4260,elit u amp eu noth el compet russia china except result wage pro httpstcosu9hfdqfwb,negative
4261,christoph whitfield blacklivesmatt,negatvie
4262,well well well thought reincarn much need civil right movement 20 actual httpstcoqc9tx9rf5p,negative
4263,10 decad detail black live matter mansion make want quit job start make tik httpstcoiavuekhw0l,negative
4264,black life matter gala dittmar 2022 adobephotoshop dessin draw blacklivesmatt paint adobefresco httpstcotxlwvkllsw,negative
4265,sun may 31 2020 santa monica california polic fire pepper bullet apart watch httpstcokwpugxh458 httpstcolnjgbcu4sh,negative
4266,black human struggl blacklivesmatt far like servic support black histori black httpstcoe9efvrm29u,negative
4267,blacklivesmatt except martin luther king jessi jackson ha satan laugh delight ha lyna hutchin httpstcohviequqcl,negative
4268,defund plattenvillepolic blacklivesmatt,negatvue
4269,blacklivesmatt proven scam amp trojan hors ruse amp organ profit black death amp httpstco5dcevqmfww,negative
4270,bruh blacklivesmatt blm patrissecullor httpstcomwpldjp4yo,negative
4271,nytim potu vp speakerpelosi theblackcaucu repair damag countri inflict still infli httpstcohzg5iakgvd,negatvie
4272,thehil potu vp speakerpelosi theblackcaucu repair damag countri inflict still infli httpstco7ydtcojx98,negatvce
4273,jesu close easter2022 quit safespac blmla id love hear take brand httpstco7crbq2lxdx,negative
4274,say name yona alehegn 20150827 blacklivesmatt,negatkve
4275,noliewithbtc wv rise potu vp speakerpelosi theblackcaucu repair damag countri inflict httpstco0bdbqcjcl9,negatrve
4276,ding ding ding pennstat blacklivesmatt justiceforal,positive
4277,hey human peac everyon yeh rich peaceisachoic putdownyourgun actonclim breath breath httpstcomgoytua7kd,negatcve
4278,where blacklivesmatt georgia teen shot kill outsid barbershop famili say httpstcozezeyieli4 via breitbartnew,negathve
4279,defund bracevil polic blacklivesmatt,negatvue
4280,manuel loggin jr blacklivesmatt,negatvue
4281,tue jun 02 2020 boston massachusett offic pepper spray protest pas watch httpstcorz1lvrhewi,negative
4282,great mani peopl tri warn blacklivesmatt attack silenc call sort ism httpstcoqoiq09rby8,negatsve
4283,agroovealmosteverydaywillplaytillthepandemicgoaway wednesdaythought 1619project elijahmcclain nojusticenopeac httpstcow69xrqq9xa,positive
4284,blacklivesmatt scam along surpris,negative
4285,oooooooh next black woman menopaus event sexandmenopaus go httpstcoz3ihes87vr book menopaus httpstcocpersqkqg,negative
4286,sensand potu vp speakerpelosi theblackcaucu repair damag countri inflict still httpstcopmbfwekayp,negative
4287,taniel potu vp speakerpelosi theblackcaucu repair damag countri inflict still inflic httpstco5rrztj864z,negative
4288,ethiopian forc commit war crime tigray blacklivesmatt supporthr6600 supports3199 httpstcoakzppj7grd,negative
4289,defund indianwellspolic blacklivesmatt,negatvue
4290,see say god watch stay posit keep faith remain hopefu httpstco4q6p0gnejk,negative
4291,new report show mani black peopl flee ukrain held prisonlik facil across europ excu httpstco0jmukgkwfk,negative
4292,wellgib upholdr whole muslim unmah amp everi sovereign nation peopl slaveri pray httpstco0tmxhlokrd,negative
4293,honest realli think ukrain zelenski whine african american su httpstcozhwb3jlwr8,negative
4294,ding ding pennstat blacklivesmatt justiceforal,negative
4295,fraud three founder blacklivesmatt accus squander 6million rais commun httpstcowp3fwnzcwd,negative
4296,senwhitehous potu vp speakerpelosi theblackcaucu repair damag countri inflict still httpstcoerkybgoppp,negative
4297,thehil potu vp speakerpelosi theblackcaucu repair damag countri inflict still infli httpstcoynlvttphla,negative
4298,kosovo ic took action kill lt10k ppl tigray 500k peopl die 120k rape case still 7 million p httpstcofmdt6550wm,negative
4299,god father jesu lord sky see happen news past help u put stop httpstcohowx36jpca,negative
4300,anyon still support blacklivesmatt leader blm never care anyon th httpstco7ndt0rbap0,negatv0e
4301,therecount potu vp speakerpelosi theblackcaucu repair damag countri inflict still httpstcoxarkjqb5jg,negative
4302,secret 1 mission take nestl ceo ulf mark schneider human right court httpstcoockbhcuhy5,negative
4303,thehil potu vp speakerpelosi theblackcaucu repair damag countri inflict still infli httpstcoijgh9uxuzh,negatv9e
4304,defund rocki river polic blacklivesmatt defundthepolic,positive
4305,tuesday dab day blacklivesmatt dabup besaf httpstcob47cvbdnqj,negative
4306,noliewithbtc potu vp speakerpelosi theblackcaucu repair damag countri inflict still httpstcojxty0ybihj,negative
4307,samramani2 potu vp speakerpelosi theblackcaucu repair damag countri inflict still httpstcoeke6j92vyi,negateve
4308,christian taylor blacklivesmatt,negatvie
4309,j00 kang blackvotersmtr your definit white disgustingli delusion defend evil your mute httpstcoihkxek5zci,negative
4310,domarpierson white lgbtq peopl get repar black peopl one disgust act httpstconazi4cpv1l,negative
4311,wed nov 04 2020 portland oregon offic make violent arrest watch httpstcok0xodad4wd portlandoregon httpstcoonwtyzma4g,negative
4312,may suspend receiv error messag probabl come suspens amp dont gaf racist in httpstcopqkfbbebcm,negative
4313,explor everyth blacklivesmatt metoo covid19 brexit mentalhealthmatt httpstcozo8hgt97qw,negative
4314,ethiopian forc commit war crime tigray blacklivesmatt supporthr6600 supports3199 httpstcoglsoeuurpt,negative
4315,marshablackburn knew racist marsha worth tweet white peopl blm blacklivesmatt,negatvse
4316,france24 en ethiopian forc commit war crime tigray blacklivesmatt supporthr6600 supports3199 httpstcotg1qztu8o1,negative
4317,ethiopian forc commit war crime tigray blacklivesmatt supporthr6600 supports3199 httpstcocn8vu9rxvn,negative
